FID,OBJECTID,SHAPE,BEZ,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDE,DATIERUNG,SE_ANNO_CAD_DATA
FUNDPUNKTEOGD.4548095,4548095,POINT (16.37961398006539 48.20851853354338),1,Dominikanerbastei,1,3,Siedlungsbefund,,Mittelalter,
FUNDPUNKTEOGD.4548096,4548096,POINT (16.379743545653966 48.20835838716951),1,Dominikanerbastei,,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4548097,4548097,POINT (16.50055229462706 48.24264416031492),22,Schukowitzgasse,,,Siedlungsbefund,"Mauerwerk, Gruben, Keramik",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548098,4548098,POINT (16.369454165315002 48.21441096308605),1,Neutorgasse,2,8,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4548099,4548099,POINT (16.295467580108514 48.15944849792828),12,Emil-Behring-Weg,,,Siedlungsbefund,"Mauerwerk, Gruben, Keramik",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548100,4548100,POINT (16.365939187374007 48.20713305293829),1,Hofburg,,,Siedlungsbefund,"Brunnen, Keramik",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548101,4548101,POINT (16.38592262858495 48.204270669576694),3,Landstraßer Hauptstraße,4A,,Grabbefund,"Gräber, menschliche Knochen, Keramik, Glas, Metall",Neuzeit,
FUNDPUNKTEOGD.4548102,4548102,POINT (16.376801964240066 48.20935809941346),1,Sonnenfelsgasse,15,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4548103,4548103,POINT (16.36800512612534 48.20806434932163),1,Habsburgergasse,12,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4548104,4548104,POINT (16.373895427954135 48.210945719171065),1,Fleischmarkt,4,6,Siedlungsbefund,"Mauer, Grube, Keller",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548105,4548105,POINT (16.396545626097872 48.190517526309755),3,Aspangstraße,57,,Siedlungsbefund,"Gruben, Pfostenlöcher, Keramik",Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4548106,4548106,POINT (16.230441279756768 48.16028061863375),13,Lainzer Tiergarten - Inzersdorfer Wald,,,"Einzel-, Streufund",Hornsteine,Urgeschichte,
FUNDPUNKTEOGD.4548107,4548107,POINT (16.23300095768327 48.15309610763478),13,Lainzer Tiergarten - Fasslberg,,,"Einzel-, Streufund","Hornsteine, Reibplatte",Urgeschichte,
FUNDPUNKTEOGD.4548108,4548108,POINT (16.397134361830993 48.14091565798426),10,Grundäckergasse,14,20,Siedlungsbefund,"Gräbchen, Keramik",Neuzeit,
FUNDPUNKTEOGD.4548109,4548109,POINT (16.5041598329794 48.22255617296959),22,Ella-Lingens-Straße,1,,"Einzel-, Streufund",Bronzenadel,Urgeschichte,
FUNDPUNKTEOGD.4548110,4548110,POINT (16.370301071351705 48.20687966036145),1,Seilergasse,14,,"Einzel-, Streufund","Keramik, Ziegel, Münzen",Römerzeit,
FUNDPUNKTEOGD.4548111,4548111,POINT (16.393631794587176 48.192310448388454),3,Rennweg,64,,Siedlungsbefund,"Mauerwerk, Töpferöfen, Latrinen, Gruben, Keramik",Römerzeit,
FUNDPUNKTEOGD.4548112,4548112,POINT (16.36824193234343 48.214427306964836),1,Börsegasse,1,14,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4548113,4548113,POINT (16.377335885442577 48.20878386315435),1,Dr.-Ignaz-Seipel-Platz,,,Siedlungsbefund,"Gräbchen, Grube, Mauerwerk, Keramik",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548114,4548114,POINT (16.262446293653795 48.13898562075103),23,Breitenfurter Straße,440,,Siedlungsbefund,römische Wasserleitung,Römerzeit,
FUNDPUNKTEOGD.4548115,4548115,POINT (16.37388593317917 48.20622918338013),1,Franziskanerplatz,5,,Siedlungsbefund,"Mauerwerk, Brunnen, Kanal, Keramik",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548116,4548116,POINT (16.375959054741305 48.20896281879115),1,Bäckerstraße,10,,Siedlungsbefund,"Planierungen, Mauerwerk, Gruben","Mittelalter, Neuzeit",
FUNDPUNKTEOGD.4548117,4548117,POINT (16.37156790612325 48.21025031324224),1,Wildpretmarkt,,,"Einzel-, Streufund",Ziegel mit Stempel,Römerzeit,
FUNDPUNKTEOGD.4548118,4548118,POINT (16.347872290972212 48.19001341376881),6,Mollardgasse,40,42,"Einzel-, Streufund","Bauinschrift, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4548119,4548119,POINT (16.372649642411545 48.21026485850987),1,Landskrongasse,,,Siedlungsbefund,"Mauerwerk, Ziegel mit Stempel (13. Legion, 10. Legion, ""C Arr Eum"")",Römerzeit,
FUNDPUNKTEOGD.4548120,4548120,POINT (16.36979089000532 48.205849529255595),1,Neuer Markt,9,,Grabbefund,"Grab, Fibeln, Ziegel mit Stempel, Münzen",Römerzeit,
FUNDPUNKTEOGD.4548121,4548121,POINT (16.372239250631704 48.21049231866135),1,Landskrongasse,,,"Einzel-, Streufund",Ziegel mit Stempel (C Arr. Eum),Römerzeit,
FUNDPUNKTEOGD.4548122,4548122,POINT (16.368799182558025 48.20743702915598),1,Bräunerstraße,7,,Grabbefund,"Ziegel mit Stempel, Grab",Römerzeit,
FUNDPUNKTEOGD.4548123,4548123,POINT (16.373111633987786 48.21060335040701),1,Hoher Markt,1,5,Siedlungsbefund,"Ziegel mit Stempel (10., 13., 14. Legion), Röhrenziegel, Heizkachel (Cohors Aelia Sagittariorum)",Römerzeit,
FUNDPUNKTEOGD.4548124,4548124,POINT (16.367464529243307 48.21128603038307),1,Am Hof,5,8,"Einzel-, Streufund","Ziegel mit Stempel (10.,14. Leg, Ursicinus Magister, Bonus Magister), Tonplatte",Römerzeit,
FUNDPUNKTEOGD.4548125,4548125,POINT (16.35966793352371 48.208918034279996),1,Stadiongasse (Rathauspark),,,Siedlungsbefund,"Ziegel mit Stempel, Münzen, Mauerwerk, Altar",Römerzeit,
FUNDPUNKTEOGD.4548126,4548126,POINT (16.373036152074537 48.21067964612787),1,Hoher Markt,1,3,Siedlungsbefund,"Ziegel mit Stempel (10., 13., 14. Legion), Säulenkapitell",Römerzeit,
FUNDPUNKTEOGD.4548127,4548127,POINT (16.378988280663503 48.20942515904626),1,Postgasse,8,,Grabbefund,"Grab, Menschenskelett,  Keramik, Bronzebeschläge, Tränenfläschchen, Münze (Carinus 283-285)",Römerzeit,
FUNDPUNKTEOGD.4548128,4548128,POINT (16.370500825163674 48.20535279431815),1,Neuer Markt,8,,Grabbefund,"Grab, Ziegel mit Stempel (10. Legion, 15. Legion?), Glas",Römerzeit,
FUNDPUNKTEOGD.4548129,4548129,POINT (16.370415287943747 48.20924543683804),1,Petersplatz,11,,Siedlungsbefund,"Terra Sigillata, Lampe, Münzen, Ziegel, Mauerwerk, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4548130,4548130,POINT (16.367658798467538 48.21308736295636),1,Wipplingerstraße,25,,Siedlungsbefund,"Ziegel mit Stempel, Keramik, Münzen, Terra Sigillata, Mauerwerk, Brunnen",Römerzeit,
FUNDPUNKTEOGD.4548131,4548131,POINT (16.368735280821532 48.21208834841753),1,Färbergasse,4,,Siedlungsbefund,"Ziegel (10., 14. Legion), Tierknochen, Keramik, Amphoren, Steinkugeln, Mauerwerk",Mittelalter,
FUNDPUNKTEOGD.4548132,4548132,POINT (16.36829104766196 48.20881983504653),1,Kohlmarkt,5,,Siedlungsbefund,"Mauerwerk, Brunnen, Ziegel mit Stempel, Keramik, Terra Sigillata, Münzen",Römerzeit,
FUNDPUNKTEOGD.4548133,4548133,POINT (16.370012228500222 48.21261595278224),1,Schwertgasse,4,,Siedlungsbefund,"Keramik, Knochen, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4548134,4548134,POINT (16.372002709698737 48.209738940983165),1,Bauernmarkt,7,9,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4548135,4548135,POINT (16.370515362897077 48.2090828905002),1,Goldschmiedgasse,7,9,Siedlungsbefund,"Ziegel, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4548136,4548136,POINT (16.37183828734993 48.214880951970365),1,Rudolfsplatz,3,,"Einzel-, Streufund",Ziegel mit Stempel (Ursicinus),Römerzeit,
FUNDPUNKTEOGD.4548137,4548137,POINT (16.37060936987102 48.20585444882522),1,Neuer Markt,3,12,Grabbefund,"Ziegel mit Stempel, Keramik, Terra Sigillata, Münze",Römerzeit,
FUNDPUNKTEOGD.4548138,4548138,POINT (16.36355647472956 48.21283717133318),1,Schottengasse,3,7,"Einzel-, Streufund","Keramik, Terra Sigillata, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4548139,4548139,POINT (16.36611756454817 48.208496261886175),1,Schauflergasse,2,,Siedlungsbefund,"Ziegel, Votivstein, Keramik, Terra Sigillata, Tierknochen, Gruben",Römerzeit,
FUNDPUNKTEOGD.4548140,4548140,POINT (16.376659033059877 48.21072038846835),1,Fleischmarkt,3,5,Siedlungsbefund,Ziegel mit Stempel (10. Legion),Römerzeit,
FUNDPUNKTEOGD.4548141,4548141,POINT (16.37144322111514 48.210390537867724),1,Tuchlauben,14,,Siedlungsbefund,"Mauerwerk, Straße",Römerzeit,
FUNDPUNKTEOGD.4548142,4548142,POINT (16.371801717153026 48.211515352582566),1,Wipplingerstraße,2,4,Siedlungsbefund,"Mauerwerk, Ziegel mit Stempel, Keramik, Glas",Römerzeit,
FUNDPUNKTEOGD.4548143,4548143,POINT (16.37038857861569 48.2128134940934),1,Passauerplatz,1,2,Siedlungsbefund,"Mauerwerk, Ziegel, Architekturteile",unbekannt,
FUNDPUNKTEOGD.4548144,4548144,POINT (16.37354098878686 48.210626881648075),1,Hoher Markt,12,,Siedlungsbefund,"Ziegel (10. Legion), Keramik, Tierknochen",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548145,4548145,POINT (16.369568923461408 48.21146302662557),1,Judenplatz,5,,Siedlungsbefund,"Ziegel (10. Legion), Mauerwerk",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548146,4548146,POINT (16.371844259673985 48.20998209496525),1,Wildpretmarkt,6,,Siedlungsbefund,"Mauerwerk, Brunnen, Gruben, Geniusstatuette, Ziegel mit Stempel, Keramik, Terra Sigillata, Glas, Tintenfass",Römerzeit,
FUNDPUNKTEOGD.4548147,4548147,POINT (16.36900927649979 48.20635340291848),1,Dorotheergasse,17,,Grabbefund,Gräber,Römerzeit,
FUNDPUNKTEOGD.4548148,4548148,POINT (16.36955769276705 48.20758296895724),1,Dorotheergasse,7,,Grabbefund,"Ziegel, Menschenskelette, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4548149,4548149,POINT (16.368148219500572 48.209951653429364),1,Naglergasse,2,12,Siedlungsbefund,"Aquamanile, Ziegel mit Stempel (10., 14. Legion), Mauerwerk, Grube, Graben",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548150,4548150,POINT (16.36015049932108 48.21424567672717),9,Universitätsstraße,,,Grabbefund,Gräber,Römerzeit,
FUNDPUNKTEOGD.4548151,4548151,POINT (16.37103559249541 48.20978312556417),1,Brandstätte,7,9,Siedlungsbefund,"Terra Sigillata, Münzen, Ziegel mit Stempel, Mauerwerk, Böden, Straße",Römerzeit,
FUNDPUNKTEOGD.4548152,4548152,POINT (16.388656796293557 48.19394531865582),3,Stanislausgasse,11,,Siedlungsbefund,"Keramik, Ziegel, Asche- und Holzkohlereste, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4548153,4548153,POINT (16.3715880046606 48.21108379832041),1,Schultergasse,1,5,Siedlungsbefund,"Ziegel mit Stempel, Terra Sigillata, Münzen, Keramik, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4548154,4548154,POINT (16.371222104826533 48.21226632944155),1,Salvatorgasse,,,"Einzel-, Streufund",Ziegel mit Stempel (14. Legion),Römerzeit,
FUNDPUNKTEOGD.4548155,4548155,POINT (16.371371490704917 48.21091746341999),1,Tuchlauben,21,,Siedlungsbefund,"Giebelfragment eines Altars, Beinring mit Knopf, Köpfchen aus Ton mit Farbresten",Römerzeit,
FUNDPUNKTEOGD.4548156,4548156,POINT (16.368616081321438 48.20913499195964),1,Graben,17,,Siedlungsbefund,"Graben, Straße, Gruben, Palisaden, Mauerwerk, Brunnen, Münzen, Stirnziegel, Ziegel, Terra Sigillata, Keramik, Aquamanile",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548157,4548157,POINT (16.3713373115321 48.20949959432324),1,Bauernmarkt,1,11,Siedlungsbefund,"Steinkugeln, Ziegel, Keramik, Mauerwerk, Straße",Römerzeit,
FUNDPUNKTEOGD.4548158,4548158,POINT (16.388496888094426 48.19326594309254),3,Hohlweggasse,1,3,Grabbefund,"Dachziegel, Keramik, Terra Sigillata, Glas, Knochen, Kohle, Menschenskelett, Gesichtsurne, Gruben",Römerzeit,
FUNDPUNKTEOGD.4548159,4548159,POINT (16.37230580219327 48.2083377025379),1,Stephansplatz,10,,Grabbefund,"Ziegel, Keramik, Münzen, Estrich, Gräber",Römerzeit,
FUNDPUNKTEOGD.4548160,4548160,POINT (16.36931439752903 48.20735137405819),1,Dorotheergasse,,,"Einzel-, Streufund",Ziegel mit Stempel (10. Legion),Römerzeit,
FUNDPUNKTEOGD.4548161,4548161,POINT (16.36508533949925 48.21366093442759),1,Rockhgasse,2,,"Einzel-, Streufund","Grube, Tierknochen, Terra Sigillata, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4548162,4548162,POINT (16.369509822684712 48.211558632679456),1,Judenplatz,,,Siedlungsbefund,"Keramik, Venusstatuette, Wandmalerei, Ziegel, Münzen, Metall, Mauerwerk, Böden",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548163,4548163,POINT (16.36599616006808 48.21216800801282),1,Renngasse,1,,Siedlungsbefund,"Ziegel, Terra Sigillata, Keramik, Fibel, Münzen, Glas, Grube, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4548164,4548164,POINT (16.36813122217887 48.207353912803754),1,Stallburggasse,,,Grabbefund,"Keramik, Brandgräber, Glas, Knochen",Römerzeit,
FUNDPUNKTEOGD.4548165,4548165,POINT (16.282527426142913 48.14770004676812),23,Atzgersdorf,,,Siedlungsbefund,"römische Wasserleitung, Ziegel mit Stempel",Römerzeit,
FUNDPUNKTEOGD.4548166,4548166,POINT (16.365465773370875 48.21186385017337),1,Freyung,7,,Siedlungsbefund,"Asche, Tierknochen, Keramik, Ziegel, Grube",Römerzeit,
FUNDPUNKTEOGD.4548167,4548167,POINT (16.331919781976428 48.21576216033126),17,Kalvarienberggasse,,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4548168,4548168,POINT (16.36723895645605 48.211004442118046),1,Am Hof,4,6,Siedlungsbefund,"Ziegel mit Stempel (10., 13., 14. Legion), Keramik, Terra Sigillata, Münzen, Eisen, Mauerwerk,  Straße, Boden",Römerzeit,
FUNDPUNKTEOGD.4548169,4548169,POINT (16.37788821926665 48.21054992285518),1,Fleischmarkt,17,,Grabbefund,"Keramik, Terra Sigillata, Münzen, Tonlampen, Bronzenadel, Gruben, Gräber",Römerzeit,
FUNDPUNKTEOGD.4548170,4548170,POINT (16.38445627093617 48.194125649957954),3,Mechelgasse,1,,"Einzel-, Streufund","Ziegel, Glas, Eisennägel,  Keramik, Münzen, Fibeln",Römerzeit,
FUNDPUNKTEOGD.4548171,4548171,POINT (16.383184880738447 48.209756797764726),1,Stubenring,1,,"Einzel-, Streufund","Münze, Terra Sigillata, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4548172,4548172,POINT (16.369643379248124 48.20765965618735),1,Dorotheergasse,7,,"Einzel-, Streufund",Ziegel mit Stempel,Römerzeit,
FUNDPUNKTEOGD.4548173,4548173,POINT (16.369650453687672 48.209470205039615),1,Petersplatz,1,11,Siedlungsbefund,"Mauerwerk, Münzen",unbekannt,
FUNDPUNKTEOGD.4548174,4548174,POINT (16.371895592662046 48.21209195933212),1,Salvatorgasse,8,,Siedlungsbefund,"Mauerwerk, Hypokausten, Wandmalerei, Keramik, Ziegel, Münzen",Römerzeit,
FUNDPUNKTEOGD.4548175,4548175,POINT (16.372837434808428 48.20736715653761),1,Singerstraße,8,10,Siedlungsbefund,"Mauerwerk, Gruben, Brunnen, Keramik, Terra Sigillata, Amphoren, Ziegel mit Stempel, Glas, Lampen, Münze",Römerzeit,
FUNDPUNKTEOGD.4548176,4548176,POINT (16.39521463350268 48.19231959234289),3,Oberzellergasse,16,20,Siedlungsbefund,"Mauerwerk, Terra Sigillata, Münzen, bearbeitete Tierknochen, Eisen",Römerzeit,
FUNDPUNKTEOGD.4548177,4548177,POINT (16.37415213649173 48.211124302778465),1,Fleischmarkt,4,6,Siedlungsbefund,"Münzen, Keramik, Reibschalen, Lampen, Terra Sigillata, Ziegel mit Stempel (10., 13., 14., 15. Legion), Architekturteile, Metall, Schmuck, Knochen, Haarkamm aus Bein, Mühlsteine, Steinkugeln, Gewichte, Skulpturen, Keramik, Schlüssel, Messer, Bronzebüste, Mauerwerk, Kanal",Römerzeit,
FUNDPUNKTEOGD.4548178,4548178,POINT (16.3704585177504 48.210573919992676),1,Tuchlauben,13,,Siedlungsbefund,"Mauerwerk, Gruben, Brunnen",Römerzeit,
FUNDPUNKTEOGD.4548179,4548179,POINT (16.36947663491226 48.210283683105004),1,Tuchlauben,7,,Siedlungsbefund,"Mauerwerk, Brunnen, Münzen",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548180,4548180,POINT (16.356426884963067 48.22126550088841),9,Boltzmanngasse,3,,Grabbefund,"Ziegel (13. Legion), Terra Sigillata, Gräber, Gruben",Römerzeit,
FUNDPUNKTEOGD.4548181,4548181,POINT (16.373634183921663 48.21083686086797),1,Hoher Markt (Ankerhof),10,11,Siedlungsbefund,"Ziegel mit Stempel (10., 14. Legion), Wandmalerei, Glas, Terra Sigillata, Keramik, Lampe, Eisenhaken, Reliefstein, Fibel, Münzen",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548182,4548182,POINT (16.370588410380645 48.20625793607701),1,Neuer Markt,13,,Grabbefund,"Gräber, Ziegel, Keramik, Glas, Terra Sigillata, Münzen",Römerzeit,
FUNDPUNKTEOGD.4548183,4548183,POINT (16.37431693928201 48.21060415249901),1,Kramergasse,12,,Siedlungsbefund,"Graben, Münzen, Keramik, Ziegel mit Stempel, Knochen, Metall, Lederreste, Holzgefäße",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548184,4548184,POINT (16.367162213878174 48.21063529134391),1,Naglergasse (Nuntiatur),24,,Siedlungsbefund,"Mauerwerk, Ziegel mit Stempel (10., 13., 14. Legion), Keramik, Terra Sigillata, Lampen, Nadel, Fibel, Metall, Steinkugeln, Glas, Münzen, Pilumtülle",Römerzeit,
FUNDPUNKTEOGD.4548185,4548185,POINT (16.33315305465464 48.21612991317298),17,Steinergasse,19,,"Einzel-, Streufund","Ziegel mit Stempel (10. Legion), Tierknochen",Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4548186,4548186,POINT (16.391839550904162 48.192774662807054),3,Rennweg,52,,Siedlungsbefund,"Gruben, Gräben, Feuerstellen, Balkengräbchen, Mauerausrissgräben, Ofenanlagen, Brunnen, Latrinen, menschliche Skelettreste, Keramik, Münzen, Tierknochen, Fibeln, Bronze- und Beinnadeln,",Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4548187,4548187,POINT (16.372466526903196 48.21152964146105),1,Marc-Aurel-Straße,2,2A,Siedlungsbefund,"Mauerwerk, Hypokaustum, Estrichboden, Keramik",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548188,4548188,POINT (16.36688504273139 48.21104538451716),1,Heidenschuß,,,Siedlungsbefund,"Mauerwerk, Boden, Keramik, Terra Sigillata, Glasfläschchen, Glasschale, Kniefibel, Schnalle, Bronzeanhänger, Schneckengehäuse, Austernschalen",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548189,4548189,POINT (16.37202143309206 48.210616484255915),1,Landskrongasse,,,"Einzel-, Streufund",Ziegel mit Stempel,Römerzeit,
FUNDPUNKTEOGD.4548190,4548190,POINT (16.368078696470914 48.211398429435384),1,Am Hof,,,Siedlungsbefund,"Mauerwerk, Ziegel, Keramik",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548191,4548191,POINT (16.371401542362268 48.2039508373785),1,Krugerstraße,5,7,Grabbefund,"Gräber, Knochen, Keramik, Terra Sigillata, Münzen, Reibschalen",Römerzeit,
FUNDPUNKTEOGD.4548192,4548192,POINT (16.420235642688848 48.13132273479247),22,Ingeborg-Bachmann-Park,,,"Einzel-, Streufund","Keramik, Steinbeil, Mammutzahn, Brandgrab",Urgeschichte,
FUNDPUNKTEOGD.4548193,4548193,POINT (16.37294653333206 48.21010550294542),1,Bauernmarkt,14,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4548194,4548194,POINT (16.365282757286902 48.21175271361486),1,Freyung,,,Siedlungsbefund,"Gruben, Mauerwerk",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548195,4548195,POINT (16.374329156652372 48.2117260880358),1,Seitenstettengasse,2,,Siedlungsbefund,"Ziegel mit Stempel (10. Legion), Keramik",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548196,4548196,POINT (16.36976490692578 48.21157670664726),1,Judenplatz,,,"Einzel-, Streufund",Ziegel mit Stempel (10. Legion),Römerzeit,
FUNDPUNKTEOGD.4548197,4548197,POINT (16.333030445824832 48.21579256571362),17,Steinergasse,15,,Siedlungsbefund,"Ziegel, Öfen",Römerzeit,
FUNDPUNKTEOGD.4548198,4548198,POINT (16.36483904045873 48.21117634220525),1,Freyung (Palais Harrach),3,,Siedlungsbefund,"Straße, Mauerwerk, Keramik, Kleinfunde",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548199,4548199,POINT (16.369795999618148 48.208678282631254),1,Graben (Pestsäule),27,28,Siedlungsbefund,"Graben, Pfostenlöcher",Mittelalter,
FUNDPUNKTEOGD.4548200,4548200,POINT (16.368887051310757 48.212203913041336),1,Färbergasse,2,10,Siedlungsbefund,"Keramik, Ziegel, Schlacke, Messerklinge, Tierknochen, Glas",Römerzeit,
FUNDPUNKTEOGD.4548201,4548201,POINT (16.372936156972365 48.2107778391358),1,Hoher Markt,3,,Siedlungsbefund,"Mauerwerk, Hypokausten, Estrichböden, Keramik",Römerzeit,
FUNDPUNKTEOGD.4548202,4548202,POINT (16.37463224641847 48.21130571602086),1,Fleischmarkt,1A,,Siedlungsbefund,"Keramik, Ziegel, Mauerwerk, Gruben",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548203,4548203,POINT (16.37081827532912 48.21082739373013),1,Tuchlauben,17,,Siedlungsbefund,"Ziegel mit Stempel (13. Legion), Münze, Keramik, Boden, Mauerwerk, Pfostengräbchen, Pfostenlöcher",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548204,4548204,POINT (16.36403316701752 48.21097770960346),1,Schenkenstraße,4,,Siedlungsbefund,"Ziegel mit Stempel (10. Legion), Keramik, Terra Sigillata, Eisenschlacken",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548205,4548205,POINT (16.3702783900052 48.205709127177066),1,Neuer Markt,9,,Grabbefund,"Ziegel, Glas, Keramik, Terra Sigillata, Bronzering, Grab",Römerzeit,
FUNDPUNKTEOGD.4548206,4548206,POINT (16.33305868471848 48.215670294813464),17,Steinergasse,13,,Siedlungsbefund,"Ziegel, Ofen, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4548207,4548207,POINT (16.368282454868872 48.21170765828432),1,Am Hof,,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4548208,4548208,POINT (16.371297374503424 48.21075257751376),1,Tuchlauben,,,"Einzel-, Streufund",Ziegel mit Stempel (10. Legion),Römerzeit,
FUNDPUNKTEOGD.4548209,4548209,POINT (16.368431039125454 48.21176672903597),1,Tiefer Graben,,,"Einzel-, Streufund",Ziegel mit Stempel (10. Legion),Römerzeit,
FUNDPUNKTEOGD.4548210,4548210,POINT (16.36856476536012 48.210008922394174),1,Bognergasse,3,,Siedlungsbefund,"Ziegel mit Stempel, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4548211,4548211,POINT (16.372037960033914 48.2101219600988),1,Wildpretmarkt,8,10,Siedlungsbefund,"Mauerwerk, Brunnen, Gruben, Pfeilerfundamente, Keramik, Münzen, Ziegel",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548212,4548212,POINT (16.371348361625852 48.21219343681248),1,Salvatorgasse,2,12,Siedlungsbefund,"Altäre, Mauerwerk, Straße, Gräber",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4548213,4548213,POINT (16.371853065969493 48.2100885899071),1,Bauernmarkt,,,"Einzel-, Streufund",Ziegel mit Stempel (14. Legion),Römerzeit,
FUNDPUNKTEOGD.4548214,4548214,POINT (16.361644678671023 48.21461702625355),9,Sigmund-Freud-Park,,,Siedlungsbefund,"Mauerwerk, Hypokausten, Estrichböden, Kanal, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4548215,4548215,POINT (16.371930969466206 48.20958588978485),1,Brandstätte,1,5,Siedlungsbefund,"Mauerwerk, Grabenverfüllung, Nutzungshorizont, Ziegel, Keramik, Pfeifenkopf",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4548216,4548216,POINT (16.285875698108203 48.149984206521616),23,Atzgersdorf,,,Siedlungsbefund,römische Wasserleitung,Römerzeit,
FUNDPUNKTEOGD.4548217,4548217,POINT (16.372470523262002 48.21095930847192),1,Hoher Markt,4,,"Einzel-, Streufund",Säulenbasis,Römerzeit,
FUNDPUNKTEOGD.4548218,4548218,POINT (16.373062471687387 48.21126177752223),1,Hoher Markt,8,9,Siedlungsbefund,"Ziegel mit Stempel (10., 13., 14. Legion), Keramik, Bronzeplättchen mit Öse, Mauerwerk, Hypokaustum, Böden",Römerzeit,
